"","Dim.  1","Dim.  2","Dim.  3","Dim.  4","Dim.  5","Dim.  6","Dim.  7","Dim.  8","Dim.  9","Dim.  10","Dim.  11","Dim.  12","Dim.  13","Dim.  14","Dim.  15","Dim.  16","Dim.  17","Dim.  18","Dim.  19","Dim.  20","Dim.  21","Dim.  22","Dim.  23","Dim.  24","Dim.  25","Dim.  26","Dim.  27"
"Excerpt.16",0.0348046072098957,0.00331502712216332,0.0336931800457472,0.0515264934538508,9.34541908709278e-06,7.40561323072857e-06,0.00102229487731377,0.00853784507785066,0.0758338767009537,0.100221034630489,0.0684672541703075,0.0665365292747651,0.07652824317197,0.0622155465735149,0.0392539514007714,0.0052755262456996,0.0560267571067621,0.0119883278232281,0.0946205374531307,0.0546574877206976,0.00440011937634622,0.00576050192939535,0.019452908730171,0.00544866091045788,0.00327032904640729,0.0506432007773939,0.0323994068522266
"Excerpt.17",0.0196442212378119,0.0679236763250539,0.0219273650768427,0.0144455085789293,0.00155433350217362,0.0202103414213299,0.0117644825754999,0.000267097353647442,0.0232531980016432,0.0588555406906952,0.182052168603179,0.00273227479259029,0.00856120301057328,0.0734398932258222,0.00491774030487137,0.117434482415227,0.0310483146131254,0.0483431644945231,0.0535724404851378,0.0299462588340672,0.00773247364965981,0.0459787227638819,0.00611386924600407,0.00843005128137286,0.0267269717314309,6.77887078948289e-05,0.078115366701879
"Excerpt.18",0.0104080442636683,0.00207303495542257,0.00101203154389879,0.0257294464708198,0.0090896395954755,0.00654338601352309,0.0478906808247678,0.0462829225287023,0.00757357511692206,0.0401275168114937,0.00324343030978748,0.00312605962591166,0.0311430029157005,0.000379832409353152,0.00207484202743842,0.00160634497828717,0.0904254187841916,0.203596748103732,0.00140025076345081,0.0873879117244637,0.000839610997003939,0.0664449616539812,0.0239766812097421,0.0948293300534464,0.0846593703859925,0.0218029922388648,0.049676985140904
"Excerpt.19",0.0319408486814074,0.0898777280313441,0.00136183282931775,0.0151930238304426,0.0174838380149957,0.000271071721454433,0.0222012684234661,0.000100502402427075,0.0436130847663171,0.0253941816755251,0.0355731796507737,0.00113681600935351,0.126037106171248,0.0101129140833702,0.0115229834657614,0.0327178351377285,0.000730149536717205,0.0262132197341895,0.0289606830620606,0.00398797161149455,0.00734975966023748,0.0541909612127096,0.182960242783271,0.0238343572338676,0.0546186668249634,0.103297697980429,0.0141626628177535
"Excerpt.20",0.00873272251491812,0.00294259444866783,0.106590468672884,0.0129893330669511,0.131456856915786,0.00284025303622726,0.0192376810291498,0.00225919135569559,0.0136233777991618,0.0229874595469475,1.15738325720442e-05,0.0989776430722946,0.0066209197040948,0.0276724648540949,0.0836281582343758,0.0735469176699237,0.000419187825593708,0.00917519748577055,0.0317324247715343,0.0358807608963294,0.00832396485660036,0.0504676334101744,0.0512121736361206,0.00524631224491051,0.0117150571130317,0.135091444130521,0.00889046796141367
"Excerpt.21",0.0329248710288206,0.00285745509571555,0.0336644738485521,0.00432225172930717,0.0192066826725361,0.00770966001498825,0.0137006967691526,0.0370105515497893,0.00997467658680076,0.0144816236173474,0.0114944144199191,0.0270421266973642,0.00103068439104532,0.0414140682428461,0.11092912612507,0.0127146205122097,1.84789048395825e-05,0.00943089737700541,0.221484368417391,0.0797748952309667,0.00884847014571786,0.0505928151206025,0.041745571474335,0.0774343494698004,0.00434610591752833,0.0596585018515444,0.0333901351360716
"Excerpt.22",0.000655598265971155,0.00189855696300588,0.0169938408730841,0.0755269881380254,0.0944815469478294,0.0082023218606853,0.191934707028671,0.0210094898487466,0.00849177331998092,0.183039741673205,0.0247077153440136,0.00714851951110601,0.0151533155100342,0.00265205904959521,0.00723862237149957,0.019288820217162,0.00253625438840523,0.0180385747329876,0.0545355557938708,0.0182403819358162,0.0461605127624745,0.00122797393008568,0.0480996741279277,0.000325276521527838,0.000102639580833089,0.0765969245921084,0.0244157229642958
"Excerpt.23",0.103449685913545,0.0351260301010551,0.047305816048961,0.00813177795854771,0.234425184630627,0.115463984197131,0.00454871661212135,0.012881691636716,0.0478828093816155,0.00103260577824392,0.00872701069291761,0.0010091886763513,0.184746108767286,0.0543904301181107,0.0200508964287719,0.0397128471158352,0.0054853676256227,0.00807856391769803,0.00063791531110227,0.00327232453353199,0.0214679276194491,1.98869300156839e-06,0.000420827911164743,0.00148034911276158,0.000406042813997285,0.00152248694631393,0.0014711106322253
"Excerpt.24",0.0867947430374408,0.000300460914394502,0.00100311991096594,0.00235033109643053,0.0427272418838236,0.0242810442828232,0.00143290363703553,0.0872560503676836,0.155645240230784,0.0365420685170953,0.00130102900513247,0.00229334607851599,0.015204995078498,0.00822319293533589,9.72373209098317e-05,0.000135329220323366,0.0142907697218769,0.0311417903674165,0.0562687005221863,0.0222392121582559,0.226590560894493,0.0901536138854708,0.0339851509187033,0.00299647230971815,0.00796649992662232,0.00386637513882528,0.00611294936378387
"Excerpt.25",0.0187511911483735,0.0237782093008306,0.001062437633648,0.0621917745239203,0.00275899077900631,0.070125186736432,0.000263678899296057,0.0205806462633647,0.0384458384827402,0.0245789982766878,0.0316115874034944,0.0373934554016479,0.0376350738038038,0.0332328379806872,0.0573525763829105,0.0282001883659314,0.0133370413655471,0.0166926618922216,0.00603545976005149,0.0563348083495007,0.195205104115445,0.00975008324467309,0.0940921332580204,0.00289415002143246,0.02196085352216,0.0402399695383454,0.0147662318242118
"Excerpt.26",0.119859646264156,0.00667421530218326,0.000559074189927233,0.0451034125273092,0.0124136701694964,0.00655306095739245,0.0152730133119601,0.184065361164618,0.0742625621346081,0.00845491325038617,0.0559949394125346,0.00170312185427507,0.018089462214439,0.0137395074638214,0.0069480421822265,0.0901215294813941,0.196159968953614,0.000198909077845776,0.00938583032965607,1.3523145991518e-06,0.0715182097581744,0.00190829624620883,0.00906684717272229,0.000410732845605732,0.000261422813717878,0.00735451495797363,0.0031895519235386
"Excerpt.27",0.0536638607130695,0.111911861500107,0.0390502213835379,0.0154859857724703,0.0751606857062342,0.0370224513880644,0.0711136508125677,0.0111167532759679,0.0555929874142053,0.100483433600867,0.00769093058656945,0.003283719861928,0.0415490141009148,0.00679888399652132,0.0275763432092768,0.0273597955630012,0.0124172815442729,0.00118837840452818,0.0191623736221774,0.0175405796068194,0.0372867622311402,0.0176088870490261,0.0458022885926017,0.0756928382647112,0.00756748843816243,0.0117147451026856,0.0350741969723979
"Excerpt.28",0.014486074598104,0.0230898926136716,0.0133675344862728,0.0199042825339518,7.78253129239514e-06,0.00676378324565651,0.0169505487654959,0.00215479534127678,0.0127029267368019,0.109109932078809,0.0406577111746083,7.6285164648733e-09,0.00152177330432256,0.0605672405799617,0.021823770601844,0.00414867394483528,0.100868462359389,0.00631220334167584,0.00265275454591178,0.0343853402662706,0.0225150616904167,0.00213916074790361,0.011395709770424,0.276283205251275,2.31566197199886e-05,0.0190990242165275,0.143628676555611
"Excerpt.29",0.0131250964184269,0.00546966303194896,0.0508551551920398,0.00252103363292608,0.00515320586629657,0.00230243634553089,0.00762338581840882,0.00599563829707763,0.00420212575714086,0.00110818563808086,0.0774108266325266,0.00714847488831224,0.00106435831069437,0.0144598984450912,0.0211062741699204,0.176080322678606,0.136660318612614,0.00173715739084407,0.031537333174605,0.0003118112582381,0.00589138108792921,0.00130058622342324,0.0172919512743488,0.0929057572740264,0.186939303477641,0.0469144900333149,0.0498720391450139
"Excerpt.30",0.010864539697268,0.0321546917287207,0.0106495971778309,0.218870794225294,8.11664380071507e-05,0.009689249500654,0.0103431749834783,0.0256838420410933,0.0995578831373498,0.0129860681842718,0.00945474873630319,0.0128039326095111,0.00383273179183907,0.000106082570746328,0.0314452199326578,0.0569171014459116,0.00885201960166358,0.107772703045743,0.00609841485817618,0.00182872824388895,0.000602164490353282,0.0348345090659895,0.0122660944307815,0.02076436502879,0.121788470604672,0.0447266358367644,0.0632994543007084
