"","Dim.  1","Dim.  2","Dim.  3","Dim.  4","Dim.  5","Dim.  6","Dim.  7","Dim.  8","Dim.  9","Dim.  10","Dim.  11","Dim.  12","Dim.  13","Dim.  14","Dim.  15","Dim.  16","Dim.  17","Dim.  18","Dim.  19","Dim.  20","Dim.  21","Dim.  22","Dim.  23","Dim.  24","Dim.  25","Dim.  26","Dim.  27","Dim.  28"
"Excerpt.14",0.00263134148409546,6.12309381624943e-05,0.00473980871498625,0.0709254134943824,0.0385819307426681,0.000952908126570599,0.0687984264800373,0.179552428898768,0.0857591137984396,0.04610882045597,0.0218569196769945,0.166258333832821,0.000571139847295412,0.00557645545427597,0.00202987792611368,0.022360749075368,0.00261890573832888,0.0835407691233766,0.000393139422727455,0.00770712119628056,0.000512092983015847,0.0213823285660647,0.00205124509688174,0.0297703003101755,0.000403193469562521,0.0615456249814286,0.0405393172881608,0.00254081174145445
"Excerpt.15",0.0287635779587711,0.0259186011757403,0.0981520767658143,0.0111485276741271,0.0431587188947932,0.0529399151511539,0.0211776149506985,0.0287721849088142,0.00333809741684507,0.0243622025243995,0.22943126262714,0.0085785767973863,0.0172862773979525,0.000178903186596957,0.0196334890561852,0.060899605879828,0.0709914085695118,0.00580639848833665,0.000884367374121517,0.00224811084971369,0.00120990589374805,0.0391375566644832,0.000741376554116054,0.0273297705893744,0.0496696412018988,0.00975884267894915,0.0411639384467977,0.0430685412640698
"Excerpt.16",0.0206730054502334,0.0421698588749062,0.00729673466902959,0.113348979766512,0.0103345441515908,0.104111226757806,0.000249507152651512,0.0182100476634882,0.0152273812997831,0.126697078462174,0.00053924378484984,0.000458720894584869,0.0755006850344719,0.00154463430695488,0.00145747882228775,0.0534046300928516,9.48844694488602e-07,0.0207535433780871,0.0831880767762333,6.17503330324843e-05,0.000309881609682575,0.0550786086067366,0.086492313653671,0.0307647466862737,0.0471765314214126,0.0385853938740145,0.000100244990682922,0.0145198283918393
"Excerpt.18",0.0604860204253442,0.0104977066609884,0.0544931544963996,0.0197416652736009,0.000947548320020834,0.000536608039573288,0.00945322829643681,0.0075945434431789,0.0753889016209792,0.0090684304654921,0.00468066920486608,0.0271292337938415,0.112855811306908,0.0698155119031815,0.0531249172887557,0.0393773200158531,0.000219023663382258,0.0346115648528005,5.41197024507513e-06,0.000418443788159386,0.0379523265293395,0.0932782105805778,0.151123587381988,0.0139298261992822,0.00987373220703972,0.0115677929777556,0.000674572167121536,0.0588877514588464
"Excerpt.19",0.0483473195236767,0.00213056484033468,0.00189033516784535,0.000164661596948834,0.00836799205017288,0.0238149125511933,0.00982195394383878,0.0180015527077923,0.000142683708608911,0.068554234029408,0.0387127186551895,0.0249657403737836,0.000992995503779904,0.00467684443927165,0.0756952872886905,0.0837024553995195,0.185412807972362,0.00111273423471442,0.00374176345910608,0.00706207051746762,0.102567437564236,0.0362374484628558,0.00633640589509068,4.22310199368053e-05,0.00878309632355483,6.89742118303214e-05,0.0880664060789482,0.111689071795877
"Excerpt.20",0.00116083983760043,0.0553615722330605,0.00070948136902163,0.0122370632174884,0.0727882977003478,0.0282597526954468,0.0229259780620733,0.202275612590935,0.0526907618398204,0.00325079875223526,0.0147283552674961,0.0229205831056013,0.0287334052270382,0.000853391075455947,0.0246667390182177,0.151440579103765,4.93901754046812e-07,0.0471300813272345,0.001714524157754,0.0535817723457679,0.00694602703692565,0.00184989467684974,9.54567489137881e-07,0.09512011738312,0.00444863601764143,0.0565169782096016,0.00523325662543361,0.00295475750523934
"Excerpt.21",0.0291405863213214,0.0207511938130663,0.00494921468792437,0.00121826331360828,0.019610994185544,0.0642756449982928,0.00909294559419218,0.000894281344004708,0.0355024572444528,0.00342879167415762,0.0954460287616108,0.155157859677474,0.00294216884583576,0.000260442030283924,3.27280213529219e-06,0.00278752313785535,0.0259086767667822,0.358878069206083,0.00516357803352506,0.0114619105023011,0.067647431135603,0.00540219828511834,0.00639355745741996,0.0217925814338315,0.0179143759841406,0.00212366311714602,0.000272647978091382,4.41119861645231e-05
"Excerpt.22",0.000786494764161106,0.00431912495984388,0.00297560210782318,0.0405358227622011,0.006346491081756,0.000652621319834313,0.0446013955933174,0.0114760154429142,0.0966493607752658,0.0199342855476126,0.0525090786621217,0.00640432669919545,0.100264182150885,0.194231504480648,0.0122549111949312,0.115421683762876,0.00544737096764057,0.00374280509146936,0.0714843601245801,0.0141275553397997,0.00094330129004567,0.0633411110378737,0.0349735044097161,0.0125382359693195,0.000814145846507939,0.000547050934213713,9.68103345855475e-05,0.0536558747597103
"Excerpt.23",0.0874605130182564,0.0108616387859889,0.0808809819678784,0.0188241290921364,0.0674393036311383,6.66002567923382e-05,0.0020891410724277,0.0354000857202073,0.0033869785539107,0.0381694892211884,0.110420765587212,0.0118416681677973,0.00462932753391966,0.0194641861167529,0.010696341485271,0.0435474775748777,0.00286123093614368,0.00198262652123322,0.0640269319064673,1.53298500649484e-05,0.00262719273589294,0.0781176155738474,0.00547511827346402,0.0668509708198242,0.0815829389537442,0.0637292840049264,0.00873210045603047,0.0395572535056367
"Excerpt.24",0.0880672701422537,0.00450287750086128,0.0457730087384622,0.0253561295450658,0.00458291275321613,0.0149051849808983,0.0128655852693182,0.0221211010042993,0.00393829883596037,0.0128390631494351,0.000633157762592789,0.0558344702838656,0.0236762011549634,0.0226091622551987,2.59249008256115e-08,0.00267913411656812,0.00547258363439103,0.000198094612313715,0.0281395343119713,0.107286058816875,0.0550556524502228,0.113840133914472,0.0126285277490546,0.0617335155330707,0.101379713132903,0.0108980259488227,0.129453205554644,0.000220662418204785
"Excerpt.25",0.0129025922308073,0.0770139100525685,0.0177361997366004,0.000483131650409923,0.00447800087238286,0.00391176524477806,0.0684978437998437,0.132498135925589,0.0068540162801702,0.0105264628475947,3.60470504637038e-05,0.085606834885395,0.000265245325443859,0.0077315450566945,0.0138307961912693,0.00149777533498587,1.0831126569792e-07,0.0755727401870452,0.081814871025075,0.0712449918814975,0.0399938546281263,0.0133878616082085,0.0050632595480544,0.0841046479099396,0.119438698860902,0.00671685529639683,0.00509694413853154,0.0163638976917246
"Excerpt.26",0.0671978215651349,0.000432492915301409,0.0170461280748363,0.0028120706975689,0.0396616772976448,0.00189128295241494,0.0104746060133771,0.00504749864464069,0.00386279994140939,0.0967203024242973,0.00251926223633452,0.105713552899669,0.0102575124021609,0.110665328366493,0.00467792166466187,0.00244696989758701,0.0252858601744133,0.0008439841088297,0.0229257393579387,0.0575269683083981,0.0142413528278481,0.00047971848155524,0.1035311993917,0.034803438769768,0.00201424822042952,0.1594385143485,0.0379202363500595,0.0200376772807696
"Excerpt.27",0.0934225838569512,0.00075413991058844,0.000774848885939392,0.0169494094742196,0.130571332928553,0.0115222938188536,0.0188648599878995,0.008347324259036,0.00747571533438081,0.0891744577104325,0.00327002230785298,0.0417069503402309,0.142072619486675,0.0434284153544428,0.0359165896999216,0.0193396305273322,0.0226323428360273,0.00100658824084865,0.00783426738163336,0.00373960252500694,0.00278864555747093,0.0351185084191156,0.0107683244917459,0.10357469141848,0.00730913792857712,0.0131640234656744,0.0904408530291276,0.00456447889221424
"Excerpt.28",0.000277233556595135,0.116140192778938,0.000105448991454593,0.00223529965689553,0.0837916452344935,0.0107382927847289,0.0645117376493629,0.0635252246749476,0.027598686377621,0.00278526593244191,0.00195233916327429,0.0339413297438203,0.00107586899349692,0.038491913001826,0.0077761154927748,0.0832946791545721,0.00352252997797042,0.00221773615904541,0.000543556078256527,0.00449346026429105,0.0270284008239563,0.0029607394302974,0.117939147314193,0.00641668479117305,0.00321603024117538,0.126675580124895,0.103224961094971,0.0286950688934645
"Excerpt.29",0.0341854238866068,0.0415868232783838,0.0206338535062714,0.000966857925497704,0.00196425121716791,0.0532812709538856,0.0167985450394368,0.00558233606143066,0.00376446607832759,0.067852211055212,0.00141198680069196,0.0688139710663053,0.0568259838781981,0.00289323582120056,0.129167365808652,0.00699590453732212,0.0148055732292988,0.00893795833458067,0.0250072705698824,0.0171342978912693,0.0218639823382565,0.073729693829076,0.113539543978197,0.0221327845844758,0.0226773924140043,0.113903994875217,0.00724816974059193,0.0130363539372226
"Excerpt.30",0.0134321187429432,0.0339720734949127,0.0841135526811651,0.00096362203560122,0.0203260624642281,0.000675763306129905,0.011827781422911,0.0142774424997276,0.0040098100168526,3.43538781947748e-05,0.0979360558629332,0.0203927016143057,0.0337764225166782,0.00714199664772101,0.00300950148695861,0.0276515144211365,0.0320021526151155,0.00216495793050089,0.0266068930549719,0.00768934767904194,0.147363537156346,0.00496691440554051,0.0101653437293163,0.00202717613343921,0.0012283603982538,0.0022082895427646,0.0780857591818623,0.281145921384422
