"","Dim.  1","Dim.  2","Dim.  3","Dim.  4","Dim.  5","Dim.  6","Dim.  7","Dim.  8","Dim.  9","Dim.  10","Dim.  11","Dim.  12","Dim.  13","Dim.  14","Dim.  15","Dim.  16","Dim.  17","Dim.  18","Dim.  19","Dim.  20","Dim.  21","Dim.  22","Dim.  23","Dim.  24","Dim.  25","Dim.  26","Dim.  27"
"Excerpt.12",-0.342750426453059,0.465332366731503,0.499051254420113,0.390760996957665,0.0711767270265823,0.331227284855502,-0.193886760028028,0.161495204177197,-0.00377435619682093,0.214068783258837,-0.0444973173845928,-0.244876143410481,-0.0405139214285286,-0.140142658522731,0.0369742901455145,-0.0695487884119674,-0.000538956156376812,0.00961602765637609,0.0686361941649634,0.077413465474862,-0.0748312513132037,0.107269261671732,0.00483961391975582,-0.00275167701343566,-0.0240713321019652,0.00396067763434675,-0.0299532576633295
"Excerpt.13",0.443689380843864,-0.259228729821695,-0.176512571080803,0.0424876967846079,0.172847806343611,-0.0770473447259909,0.0269639171650829,0.281975994422134,-0.270803413979644,0.019378813319653,-0.109817240751179,0.162359269076379,-0.0272214397855947,-0.3019451491635,0.116520262794791,0.0680520199826952,-0.0331853324697731,-0.100763071035281,0.0623566421801007,0.0733915591223077,0.0131729526195065,0.00464324657240242,-0.0881391261159896,-0.057163697749193,0.0485240554823924,0.0125776866319195,0.0234785379673973
"Excerpt.15",-0.238919515850085,0.328175629317345,-0.0512865607591371,0.436807541815836,-0.00305101599015313,-0.255593513807765,0.282818693156143,-0.179122443819488,-0.0129093199925849,0.201280514695424,-0.137891811574058,0.105386596111471,-0.0519010714346414,-0.0394908037272404,-0.183104100427093,0.169073489482336,0.0492305664199431,-0.105590481707956,0.131785830551929,0.00711081035415544,0.0430908497401164,-0.105165959401168,0.0445586423925553,0.035202918017429,-0.0471189180493037,0.0103469831819555,-0.052313416062223
"Excerpt.16",0.354616828873797,0.0956763064602151,0.241116281596636,0.289299319787255,0.0034693362568498,-0.00269053202195328,0.0309801641456698,0.0854551695539861,-0.243811275073638,0.269699949724021,0.199075090221103,0.189961201366022,0.199391243943319,0.15413233257244,-0.117178015920505,-0.041274007015197,-0.130013101654207,0.0531605271308918,-0.145041404194345,0.101487869683822,0.0264491321893384,-0.0278456839242535,0.0479382588630566,-0.0219393915677565,0.0155691077793895,-0.0481102997478841,0.0358785966588278
"Excerpt.17",-0.263125623138858,-0.427736400172899,-0.192111569373872,-0.151287587189605,-0.0441899863959397,0.138819104034115,0.103797477077321,0.0149280732583843,0.133342398107359,0.204126721992747,0.320610804525793,0.0380190957730713,-0.0658669219538253,-0.165392217030497,-0.0409630235675616,-0.192329684247764,-0.0955901518430795,0.105434385508172,0.107789080176133,-0.0741934131230803,0.0346292576697854,-0.0776981963417415,0.026543171605072,-0.0269525311760265,0.0439589830007217,0.00173844488897276,-0.0550224489331735
"Excerpt.18",-0.186993299862114,0.0729566153655861,0.0402951769924056,-0.197127787201714,-0.104332795198767,0.0771186519839923,0.204466251331783,0.191855873560155,-0.0742973172246991,-0.164559543607986,-0.041780944945095,-0.039703973435016,-0.122652374736142,0.0116129032170194,-0.025977507273978,0.0219615837867483,0.159270428187674,0.211249601818542,0.0170138541846015,0.123741532713795,0.0111408612028596,-0.0911925291083894,0.0513198080254723,-0.0882574828541682,-0.0763846377552065,0.030439397122741,0.042839563845563
"Excerpt.19",0.334495929533662,0.490527702541257,-0.0477302901000592,-0.154678825595659,-0.147754946561145,0.0160278916161865,-0.142154677426285,0.00912912313512988,0.182056922694477,-0.133673455194411,0.141290657649815,0.024448744644222,0.251953885824835,-0.0611869897380525,0.0625120235443643,0.101207490789284,-0.0146140948394968,0.0774010399205395,0.079009684747187,0.0269924291835375,-0.0336583176362777,-0.0840945384457794,-0.144758803145484,0.0451812299280418,-0.0626491502952953,-0.0676549300455908,-0.0233569437106053
"Excerpt.20",0.16883326995173,-0.0856777972043412,-0.407621375624817,0.13805996949256,-0.391093730821949,-0.0500816232234358,0.127736264123413,0.041781395585454,-0.0982215504263066,0.122769119701241,-0.00246011999990606,-0.220214351163611,-0.0557438037182546,0.0977035718578827,0.162563463794664,0.146476584971159,-0.0106889718920665,0.0442038312338176,0.0798349666495771,-0.0781560053264474,-0.0345769390843534,0.0783387114999016,0.0739296779870877,-0.0204620426036655,0.0280080215958873,-0.0746850437914898,0.0178637016596776
"Excerpt.21",-0.35160566311469,0.090553118675383,-0.245693857210986,-0.0854161502156214,0.160334149085001,0.0884969110443568,0.115616494172952,-0.181376004433522,-0.0901414241150734,-0.104511215612398,-0.0831518159052803,-0.123454835265362,-0.0235890747888741,-0.128194999390652,0.200807575479586,-0.0653203175946811,-0.00240702353977993,-0.0480661491581382,-0.226216186809487,0.124990000977542,0.0382354441414164,-0.0841249841492132,0.0715892864567993,0.0843139357823672,0.0182966255077817,-0.0532312307921771,-0.037130333776144
"Excerpt.22",0.0507904435826897,-0.0755604974608957,-0.178699543905934,-0.365515110702117,-0.364034576847815,-0.093443304815617,-0.442990602753417,-0.139892390953787,-0.0851419293478342,0.380361241199935,-0.124799801483009,-0.064977803083071,-0.092591512458465,0.0332091698622001,-0.0525115145595892,0.0823604491835604,0.0288674163683616,0.0680507972894702,-0.114910918603196,0.061182666622627,0.0893998199350893,0.0134166606007401,-0.0786652963260906,0.00559407367254958,0.00287837628875483,0.0617454969370115,-0.0325030298481182
"Excerpt.23",0.587813965980327,0.299439943064718,-0.274692716483389,-0.110499220111723,0.528303485560937,0.323009473771489,-0.0628310621339736,0.10092180126012,0.186271455070581,0.0263210396098865,0.0683348992418741,-0.0224934130879048,-0.297863439192569,0.138560638449859,-0.0805203558446219,0.108878866340279,-0.0391134914220929,-0.0419576731004245,-0.011450254565448,-0.0238754643221904,0.0561705397992758,0.000497445993519571,0.00677917099597542,0.0109950219680936,-0.00527458447831835,-0.00802026313388053,0.00735061918900816
"Excerpt.24",-0.52486420923743,-0.0269969141367199,0.0389934118038327,-0.0579103135517737,0.219866320414069,0.144394485354156,0.0343766370960273,-0.256047921818265,-0.327377896167059,-0.15263610078136,-0.0257204302865642,0.0330543719086221,0.0833005037441676,0.0525198896804901,-0.00546613328203919,0.00619582017148012,-0.0615426880826805,0.0803047134417331,0.104831550181645,-0.0606747893400019,0.177893213156186,0.10324726852146,-0.0593873378721228,0.0152490959801373,-0.0227751398399715,-0.0124591598859468,0.0146066825931086
"Excerpt.25",0.238109742633852,0.234407872210488,-0.0391677857719713,-0.290750422456764,-0.0545310537654383,0.239506017298266,0.0143931241821823,-0.121371151111173,-0.158806614319093,-0.122181450268239,-0.12374292563462,0.13027299475827,0.127912609452218,-0.103050420266603,-0.129569468606024,0.0872954294760301,-0.0580284388810704,0.0573844909807493,-0.0335101391645513,-0.0942539317771268,-0.161156023927059,0.0331400874013485,0.0964469283659914,0.0146272259563823,0.0369074779166696,0.0392308820648531,-0.0221576409696
"Excerpt.26",0.602003797624643,-0.124188884490266,-0.0284126681810237,0.24760452715663,0.115669502228382,-0.0732152445887267,-0.109541768731499,-0.362971060631709,-0.22071349239128,-0.0716601584705249,0.164691663734392,-0.0278022189066082,-0.0886808405039195,0.0662600309382852,0.0450980158443117,-0.156055751057801,0.222544225589926,-0.00626410512080642,0.0417885595807003,0.000461795751827874,-0.0975459576196893,-0.0146612968013544,-0.0299391792929664,-0.00551037515798522,-0.00402681338295211,0.0167716684715788,-0.0102980149527446
"Excerpt.27",-0.440333705815593,0.555902872409083,-0.25957764398362,-0.158599402310933,0.311130345141587,-0.190234918957865,0.258387862735479,-0.0975109053463585,0.208752729593067,0.270052783478098,-0.0667213632930882,0.0422005281076807,0.146918191110081,0.0509522194170254,0.0982138617472641,-0.0939940068895468,0.061207218011029,0.0167373750963992,-0.0652715524383189,-0.0574925105323826,-0.0769939382217193,0.0486848324611674,-0.0735586196669481,-0.0817724639500145,0.023683390853425,0.0231389640450606,0.0373302403759723
"Excerpt.28",-0.230968415540928,-0.25492244650763,-0.153326582479466,0.181527173395716,-0.00319627181178748,-0.08208971648559,-0.127357277494474,-0.0433414545334618,0.100741941499611,-0.284099081904831,-0.154875667737057,-6.49368388049651e-05,-0.0283861474692116,0.153532190912307,-0.0882075190015985,-0.0369517196721676,-0.176117835580072,-0.0389436565914621,-0.0245179461634639,0.0812666260688291,-0.0604020990525361,0.017131117719723,-0.0370422138466934,-0.157722333817672,-0.00132264058278333,-0.0298276708676564,-0.0762647341144284
"Excerpt.29",0.221274020212034,-0.124876105462951,-0.300996350464469,0.0650218976159917,-0.0827797197843745,-0.0482047316828849,-0.0859622499205908,0.0727645954919844,0.0583169606078418,0.0288168088046623,-0.215087177203818,0.0632673633347658,0.0238933662680439,0.0755031574421161,0.0873068741322804,-0.242291040010895,-0.206323545639793,-0.0205621138508554,0.085084406777244,0.00778885109258455,-0.0310975344395414,-0.0134442166498929,0.0459251078577869,0.0920532665817925,-0.119606976214226,0.0470510360851753,0.0452307389255277
"Excerpt.30",-0.205359284929897,-0.308852227470635,0.140504369693751,0.618007477424758,-0.0105974884543234,0.100871952227304,-0.102138685126094,-0.153625003134921,0.289552746051416,-0.100625480789451,-0.0766775390791449,0.0863722494246834,-0.0462505743281625,0.00659681056139032,0.108704988071431,0.140518282094563,-0.0535646491010019,0.1652083773902,-0.0381658972963556,-0.0192411752027044,-0.0101415531915477,-0.0709741626671366,-0.0394557985929667,0.044392205352649,0.098477902997701,0.0468628083207037,0.0519798001738165
