"","Dim.  1","Dim.  2","Dim.  3","Dim.  4","Dim.  5","Dim.  6","Dim.  7","Dim.  8","Dim.  9","Dim.  10","Dim.  11","Dim.  12","Dim.  13","Dim.  14","Dim.  15","Dim.  16","Dim.  17","Dim.  18","Dim.  19","Dim.  20","Dim.  21","Dim.  22","Dim.  23","Dim.  24","Dim.  25","Dim.  26","Dim.  27","Dim.  28"
"Fast",0.10626178109904,0.0775952823011904,7.36191525071726e-06,0.213581918223285,0.0328342645158261,0.126722664606805,0.00236725123289001,0.00224788489008232,0.00243029406100857,0.0981502662039111,0.0288757869935191,0.00697757714389362,0.036207204823522,0.000247033024831071,0.018118280687205,0.000351626426332108,0.0445214680729052,0.00117903318258238,0.00290573853327228,2.98473348782511e-06,0.0612472662037998,0.0207790979926644,0.000316595686367567,0.0159390611090122,0.00162118176930187,0.000276275870370015,0.0042543395610575,0.0165842992635197
"Happy",0.0891137093904952,0.0391614765039363,0.0604431278190673,0.000413628137609886,0.0293453748189456,0.0193653833245038,0.0060037466053456,0.0688953535987048,0.0015237594090701,0.00495898746472178,0.00102445493050603,0.00224666361575804,0.000102085335206297,0.0109297881435879,5.01172082437627e-06,0.00710661668307646,0.0237765544654791,0.000929403956100135,2.44293764244715e-06,0.0189643732366224,0.00145415791746704,0.00426682117869671,0.0888492825098821,0.0133506937380943,0.00580432095035132,0.0919726850642428,0.0923900025319265,0.0595289392022131
"Incisive",0.00033027806733168,0.0172717116636413,0.00110634795291774,8.0824251193368e-05,0.00831514956486102,0.0113398743485879,0.0573492961384739,0.00578386105318569,0.0435330352689378,0.0060106875326628,0.00209573239593026,0.0325283192370861,0.010055422048798,0.241574450413905,4.0540936288724e-05,0.0210494257866801,0.0445801414082479,0.0424120370267084,0.0016894332904193,0.0620349540702735,0.000913717480175447,0.0162412149952675,0.0179605906758333,0.00155149083347564,0.0473531581921522,0.0744064229997569,0.0729448292487832,0.0817643950563775
"Light",0.0203115497824523,0.0293885557442497,0.00461456245138217,0.000130787452435183,0.0209664867809885,0.00805520672184382,0.0146023221017871,0.00891220212554161,0.00130481402029802,0.0137188948146385,0.0137019205757289,0.00466977649712564,0.0223205893255087,0.00100317911089429,0.00731939134420522,0.00618371148046275,0.0395142465461243,0.0399312372500268,0.000511843136819147,0.328566157144395,0.147633502263687,0.00416905337620453,0.0759828673503758,0.0071492043009153,0.0164786255245644,0.052818733131363,0.014038254975246,0.0100670683144276
"Long",0.0145811264038509,0.00203103921063074,0.0108991443071097,0.0209106130276808,0.0053164228441227,0.00774957971171427,0.0406271525985116,0.000376775963384391,0.129671965876465,0.0041170300692833,0.00102425185967778,0.00663605475428608,0.00656516840453681,0.00582069543895161,0.0256262725860251,0.280937669166467,0.012462046317515,0.027729796619491,0.000105997070975352,0.0133367723207063,0.0605103131086345,0.006970398559916,0.0819972657944253,0.0741405654297687,0.000542045167460595,0.00701022102306537,0.087752331242549,0.0256492014926193
"Melancholy",0.0883837832305857,0.0336017078380883,0.0115442804872203,0.00566531982529298,0.0824775451585867,0.021724072318967,0.0106733770292065,0.00419316593176776,0.0174542807848011,0.00268994719427678,7.45523323507274e-07,0.00807117690610501,0.0386437185540516,0.0455310346221614,3.78329617685627e-06,0.298815069697981,0.00741762087267352,0.00563572766767953,0.0152562370219615,0.00286991211532058,0.0701220024505485,0.042496689176818,0.0336015563431031,0.00410758342674896,0.0114673104622743,0.00385397599644087,0.0315525539138389,0.0259853427021143
"Monotonous",0.00734772895460035,0.00251628630168826,2.513933778535e-06,0.182772406713229,0.095935037127464,0.0195874886522372,0.0373703155427221,0.0840025547725881,0.0179497857838437,0.121248518886099,0.0373647665919732,0.00881584519844106,0.00300299045652121,0.000330030545176877,0.0332149559714236,0.00131056348376419,0.00638567768759074,0.000415077510727719,0.0412665646996438,0.00248370169383576,0.0283125672806728,0.0106076936383557,0.0622318741462175,0.0437315137444008,0.063053101356619,0.0106154219220218,0.0389862401106187,0.00480565371668221
"Mysterious",0.0565700623119012,0.0626110724771391,0.0860019513795567,0.0806628772485757,0.00649290451992348,0.00453819981212458,0.00803090365084411,0.0148470044759266,0.0270456370031144,0.0162427340986013,0.00365763899082825,0.0346617303111056,0.0884438388382608,0.0270505603556485,0.0254183150815688,6.55531142519358e-05,0.0758090652965448,0.0187597880509337,0.0219459334504625,4.34414448287986e-06,0.000702752278106354,0.0124613702102685,0.0110384033113572,0.0436925521080483,0.000689355912118103,0.042684917020502,0.0295838807509258,0.00156146304165477
"Powerful",0.000127275603853652,0.00726633086682137,0.140915855514203,0.00409882733098776,0.0280419507148215,0.0436360586262082,0.00504681213218622,0.0162149783741256,0.0731438840874773,0.00482837139319741,0.00384628082709196,0.00286631178923304,0.0202362805127339,0.0331085099399136,0.0351898394224007,0.000520474546351904,0.0245914288360042,0.0347632078450895,0.090567726377667,0.000518313507836471,0.047693524083449,0.110484610848397,0.022396790980931,0.0046039393420435,0.00433935919133705,0.0381879832268668,0.00163809857739816,0.00251171960945704
"Round",0.000369096486647309,0.0416770965579605,0.00411430050000357,0.000439425937026239,0.0531378634442373,0.00171447644293894,0.00762263703726724,0.0894055163926279,0.00495804751641683,0.0101714240165717,0.000812149830022902,0.0318718255429343,0.06718434742237,0.00148891214235774,0.0205334714950756,0.00365501626120182,0.00438603853732133,0.00174534408691073,0.0297119055756036,0.000146249611876391,0.000540106026821237,0.012267868972115,0.0303194257923788,0.0607097974775911,0.000969887983031478,0.00409032117092283,0.0533534699389015,0.131003032751271
"Sad",0.0955477009690312,0.0175061746164978,0.000925614905180399,0.0126249669637219,0.199652782657357,0.021948031740472,0.0193540450657951,0.00749779782673528,0.0352824813406764,0.0539248829283322,0.0298330668942655,3.39329550047708e-05,0.0817231065382481,0.00482452612942989,0.0144492517753909,0.0014619373763476,0.00103723358379494,0.0454190057433215,0.00384276711875036,0.0116896848969789,0.0766349351899052,0.0388656273066778,0.0564379071982227,0.00402236643696858,0.00603847271482962,0.000945768923064567,0.0279839849678292,3.64901832086322e-05
"Short",0.000986219579128643,6.81715527254845e-06,0.00257666170781033,0.00280734740692272,0.000390094750015922,0.0575143135373451,0.0467213064485145,0.00425588342549621,0.0635664536692838,0.0841624412303322,0.0381468383756533,0.0092077616501364,0.0541957095905756,0.0360470875750574,0.0326209260226798,0.00504934092552093,0.00298311497621864,0.0753037192512116,0.00063859496704075,0.105580864748728,0.0221178187576923,0.00499330360647661,2.49385158253381e-05,0.078150060178537,0.072679767995801,0.00293474068726763,0.0190020148999879,0.0143668609901642
"Slow",0.0820055034506472,0.0443740610435087,0.00185268151110606,0.00191796062965936,0.000140368243374525,0.0245534470541327,0.0267458472008269,5.8140906451824e-06,0.10865795868925,0.00109969660424636,0.191545302615536,0.141029587730884,0.000602137227353554,0.000522714690866312,0.0304150536055603,0.0045322278454427,0.014130030841469,0.043411638250889,0.0291541431884183,0.0152630202130701,0.0386904656858013,0.00277707374859801,0.0236179959703503,0.00138840375485551,0.0336668067084229,0.0117873596699485,0.00125685378248709,0.0219880991659198
"Soft",0.00813287724509981,0.0843362469643467,0.0105320039948941,0.00221129592764562,0.148400641484821,0.0214828495408404,0.0107958976691563,0.107587286827485,0.00553726229433891,0.000285176281989792,0.0875088953195104,0.00615044501237417,0.0423838870850738,0.00176368196054957,0.00121422606060822,0.00168003673913035,0.133948814253578,0.0145386920177158,0.000115732158837558,0.00136355094968757,0.00165177248691845,0.000115941969087941,0.00518980782140478,0.0207194331358485,0.00865065386597586,0.0238596792750742,0.003026684258829,0.173574927824612
"Solemn",0.0459376282521986,0.032609782184332,0.0151871612958526,9.82078200802023e-06,0.0041846089391028,0.00158527727687545,0.0188902929498383,0.163463590496751,0.000351304791241172,0.0851221638742724,0.00086909981194,0.0909161921605939,0.0615279641837083,0.000574821876463708,0.104404623374471,0.0575717526092119,0.0134569705091772,0.00287154454711037,0.0153692193439208,0.00156360707163055,0.00147243435972712,0.00471231999492807,0.00510300924758906,1.41395340500435e-05,0.0203523809151354,0.0230403918981338,0.0476531959521861,0.00930932707142648
"Sparse",0.000370183414113941,0.000288906286969632,0.00200490543060041,0.012983804178425,0.0634058612488032,0.0870424102869562,0.00174766136554884,0.0733401662062644,0.00283165098001105,0.00478732446508158,0.00609227909894035,0.149269761278809,0.00301784695569679,0.00124739981597001,0.0481892012735857,0.0118226145717609,4.47224803144506e-05,0.0814983973089271,0.0508322099097436,0.00481474050392721,0.00078662162151711,0.00649652405256624,0.0144443832333663,0.0889054010960458,0.0375131653617531,0.0288770239597621,0.0157899193119964,0.000137947180736897
"Strong",0.00155494042622756,0.00338051815667669,0.108196451531798,0.00891254111184533,0.00809044942385023,0.103216065651529,0.000999542600856944,0.0103081135838279,0.027731881526808,0.00266645698834717,0.0401911448052458,0.00491030699989593,0.0118419477843187,0.000691648660190297,0.000288746175857257,0.00570238612371819,2.60242438141777e-05,0.175182098981368,0.0166700108344925,0.00869355206828121,0.00222039371947515,0.0509275424160016,0.000814752053093678,0.0272182670336697,0.0031904385652897,0.168636221387902,0.00592629158452597,0.0365952024853402
"Surprising",0.00384890819226477,0.0440071173898655,0.0117978782688895,0.0431075979203112,0.00498879361157869,0.0301374656576347,0.0433401137573576,0.0151506717531203,0.00238973889239206,0.157145796149202,0.018332367409897,0.00385859471547163,9.92771328565066e-05,0.022845617466704,0.000245156389190873,0.000925728766681334,0.00256150476146591,0.0022331183386173,0.0841662656737373,0.00440154291193152,0.119337728995941,0.0293406980579581,0.0432613814324113,0.00118618605046597,0.0437641056746139,0.0341595094060438,0.0249588030940647,0.0148695372479282
"Transparent",0.000284328914411275,0.00412500470476293,6.6377667336747e-05,0.000722643668315799,0.0166485643094564,0.00190040683185169,0.0102114136407893,0.000193065043789209,0.0125714538111938,0.000467865901659449,0.000117914568568356,0.0391007179549837,0.00242924404784898,0.00461980311961209,0.0176191523411542,0.0168782249065106,0.171588697016939,0.0880328480071765,0.00156663484732571,0.13887489729331,0.017711567792073,0.00593834328633789,0.0444592276375994,0.0255366695725971,0.27014111723662,0.00380311189051106,0.0350306282598974,0.00308954928181754
"Valiant",0.0113011918060937,4.35025942830131e-05,0.0331693078119392,0.0298835621425276,1.02921807094466e-05,0.106475183028643,0.196945124930369,0.000798053040709074,0.0659891544236816,0.0145379998168226,0.0952940831111728,0.000829953313278995,0.0181943829609718,0.0208462111977117,8.38567553915216e-05,0.0307969729783534,0.0190446455155469,0.0183546302832297,0.0903552381049936,0.00466168484379326,0.0321768562716787,0.015496441749106,0.0147574669698612,0.00144868477949228,0.00012911654579547,0.03504700614896,0.00183176063770148,0.0136791396966442
"Varied",0.00117392513141289,0.0172349734539625,0.0196612244277095,0.136685412446432,0.00312757419777476,0.027120855334273,0.0209997806228136,0.00963229605512031,0.00073110525938935,0.010401445678393,0.068026179127609,0.121169077419531,0.0158340448050889,0.071973369324519,0.00635055830606604,0.0124191793616009,0.00121737527726271,6.46764610798529e-05,0.0132710926424411,0.0399135532521267,0.0372571720309385,0.0270832089685914,0.00215384288154,0.00186033025337569,0.106581776670938,0.00189573944301575,0.0322895448275214,0.0488322789239385
"Warm",0.0147114819443296,0.118204410240166,0.000674758482072484,0.0018085620864855,0.0547863154272483,0.0474056897486326,0.011361457087929,0.00510033353437705,0.00714304037672861,0.0201910040499315,0.00938892409273083,0.0324685691411547,0.00445069117071166,0.00251941486905523,7.31371514118407e-05,0.00224303271872008,0.0419280794667613,0.00339139048166172,0.0719170099451696,0.0303964795341672,0.132288802933343,0.00259402311380639,0.00546221553325742,0.0229534363240924,0.0572616069925385,0.0189259926845377,0.0377285437661045,0.0248585307699668
"Weak",0.00471141699397676,0.00131100927941261,0.00130277292495824,0.000299964952580913,0.00801891351020783,0.00128036176619917,0.00107694418014167,0.00319220613585993,0.0742668078916471,0.00314038456247468,0.0235064185032473,0.0317737918312913,0.0194659373321709,0.00425440440516357,0.0469740715225333,0.00732890879489683,7.98116036003021e-05,0.000471406159135537,0.050031581876561,0.0137431843503974,0.0313396739606068,0.0582432183266685,8.24550926217104e-05,0.0167437691287759,0.019855112634499,0.00535373774280109,0.0151243356538695,0.00447140465443368
